Edad;Sexo;Renta anual neta media por persona y por unidad de consumo;Periodo;Total
De 30 a 44 años;Hombres;Renta media por persona (con alquiler imputado);2018;13.420
De 30 a 44 años;Hombres;Renta media por persona (con alquiler imputado);2017;12.885
De 30 a 44 años;Hombres;Renta media por persona (con alquiler imputado);2016;12.274
De 30 a 44 años;Hombres;Renta media por persona (con alquiler imputado);2015;12.033
De 30 a 44 años;Hombres;Renta media por persona (con alquiler imputado);2014;12.038
De 30 a 44 años;Hombres;Renta media por persona (con alquiler imputado);2013;12.032
De 30 a 44 años;Hombres;Renta media por persona (con alquiler imputado);2012;12.588
De 30 a 44 años;Hombres;Renta media por persona (con alquiler imputado);2011;12.786
De 30 a 44 años;Hombres;Renta media por persona (con alquiler imputado);2010;13.149
De 30 a 44 años;Hombres;Renta media por persona (con alquiler imputado);2009;13.374
De 30 a 44 años;Hombres;Renta media por persona (con alquiler imputado);2008;12.736
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2025;26.285
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2024;24.826
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2023;23.912
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2022;22.285
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2021;20.610
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2020;21.125
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2019;19.935
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2018;19.881
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2017;19.033
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2016;18.035
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2015;17.630
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2014;17.730
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2013;17.723
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2012;18.538
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2011;18.953
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2010;19.498
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2009;19.777
De 30 a 44 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2008;18.818
De 30 a 44 años;Mujeres;Renta neta media por persona;2025;15.076
De 30 a 44 años;Mujeres;Renta neta media por persona;2024;14.245
De 30 a 44 años;Mujeres;Renta neta media por persona;2023;13.391
De 30 a 44 años;Mujeres;Renta neta media por persona;2022;12.416
De 30 a 44 años;Mujeres;Renta neta media por persona;2021;11.692
De 30 a 44 años;Mujeres;Renta neta media por persona;2020;11.381
De 30 a 44 años;Mujeres;Renta neta media por persona;2019;10.935
De 30 a 44 años;Mujeres;Renta neta media por persona;2018;10.963
De 30 a 44 años;Mujeres;Renta neta media por persona;2017;10.753
De 30 a 44 años;Mujeres;Renta neta media por persona;2016;10.199
De 30 a 44 años;Mujeres;Renta neta media por persona;2015;10.042
De 30 a 44 años;Mujeres;Renta neta media por persona;2014;10.022
De 30 a 44 años;Mujeres;Renta neta media por persona;2013;10.267
De 30 a 44 años;Mujeres;Renta neta media por persona;2012;10.538
De 30 a 44 años;Mujeres;Renta neta media por persona;2011;10.832
De 30 a 44 años;Mujeres;Renta neta media por persona;2010;11.255
De 30 a 44 años;Mujeres;Renta neta media por persona;2009;11.207
De 30 a 44 años;Mujeres;Renta neta media por persona;2008;10.543
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2025;22.689
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2024;21.460
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2023;20.349
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2022;18.992
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2021;17.852
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2020;17.497
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2019;16.934
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2018;17.058
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2017;16.562
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2016;15.730
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2015;15.384
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2014;15.497
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2013;15.761
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2012;16.234
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2011;16.669
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2010;17.282
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2009;17.357
De 30 a 44 años;Mujeres;Renta media por unidad de consumo;2008;16.332
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2025;16.765
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2024;15.806
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2023;14.995
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2022;14.091
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2021;13.294
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2020;12.929
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2019;12.419
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2018;12.364
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2017;12.130
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2016;11.467
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2015;11.286
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2014;11.235
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2013;11.452
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2012;11.757
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2011;12.198
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2010;12.611
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2009;12.330
De 30 a 44 años;Mujeres;Renta media por persona (con alquiler imputado);2008;11.746
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2025;25.163
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2024;23.740
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2023;22.700
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2022;21.466
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2021;20.222
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2020;19.801
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2019;19.165
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2018;19.188
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2017;18.629
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2016;17.637
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2015;17.237
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2014;17.337
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2013;17.534
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2012;18.052
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2011;18.719
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2010;19.311
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2009;19.066
De 30 a 44 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2008;18.156
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2025;16.652
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2024;15.876
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2023;15.251
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2022;14.225
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2021;13.373
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2020;13.626
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2019;12.988
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2018;12.550
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2017;12.311
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2016;11.931
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2015;11.591
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2014;11.626
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2013;11.921
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2012;12.270
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2011;12.374
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2010;13.047
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2009;12.906
De 45 a 64 años;Ambos sexos;Renta neta media por persona;2008;12.413
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2025;24.029
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2024;22.947
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2023;21.943
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2022;20.502
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2021;19.272
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2020;19.522
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2019;18.668
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2018;18.040
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2017;17.659
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2016;17.090
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2015;16.623
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2014;16.659
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2013;17.133
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2012;17.699
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2011;17.943
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2010;18.934
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2009;18.847
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo;2008;18.186
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2025;19.054
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2024;18.105
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2023;17.475
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2022;16.439
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2021;15.522
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2020;15.727
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2019;15.006
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2018;14.547
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2017;14.244
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2016;13.752
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2015;13.327
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2014;13.459
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2013;13.610
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2012;14.028
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2011;14.228
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2010;14.938
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2009;14.644
De 45 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2008;14.171
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2025;27.312
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2024;25.997
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2023;24.991
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2022;23.548
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2021;22.224
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2020;22.399
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2019;21.446
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2018;20.791
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2017;20.319
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2016;19.585
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2015;19.009
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2014;19.168
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2013;19.455
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2012;20.120
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2011;20.510
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2010;21.547
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2009;21.260
De 45 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2008;20.643
De 45 a 64 años;Hombres;Renta neta media por persona;2025;16.825
De 45 a 64 años;Hombres;Renta neta media por persona;2024;15.973
De 45 a 64 años;Hombres;Renta neta media por persona;2023;15.378
De 45 a 64 años;Hombres;Renta neta media por persona;2022;14.414
De 45 a 64 años;Hombres;Renta neta media por persona;2021;13.417
De 45 a 64 años;Hombres;Renta neta media por persona;2020;13.769
De 45 a 64 años;Hombres;Renta neta media por persona;2019;12.989
De 45 a 64 años;Hombres;Renta neta media por persona;2018;12.449
De 45 a 64 años;Hombres;Renta neta media por persona;2017;12.310
De 45 a 64 años;Hombres;Renta neta media por persona;2016;11.850
De 45 a 64 años;Hombres;Renta neta media por persona;2015;11.566
De 45 a 64 años;Hombres;Renta neta media por persona;2014;11.653
De 45 a 64 años;Hombres;Renta neta media por persona;2013;11.899
De 45 a 64 años;Hombres;Renta neta media por persona;2012;12.080
De 45 a 64 años;Hombres;Renta neta media por persona;2011;12.140
De 45 a 64 años;Hombres;Renta neta media por persona;2010;12.857
De 45 a 64 años;Hombres;Renta neta media por persona;2009;12.959
De 45 a 64 años;Hombres;Renta neta media por persona;2008;12.299
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2025;24.149
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2024;22.990
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2023;22.038
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2022;20.693
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2021;19.296
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2020;19.651
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2019;18.676
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2018;17.932
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2017;17.669
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2016;16.984
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2015;16.534
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2014;16.642
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2013;17.098
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2012;17.497
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2011;17.714
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2010;18.773
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2009;18.928
De 45 a 64 años;Hombres;Renta media por unidad de consumo;2008;18.122
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2025;19.230
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2024;18.169
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2023;17.596
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2022;16.645
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2021;15.581
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2020;15.879
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2019;14.954
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2018;14.390
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2017;14.210
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2016;13.642
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2015;13.275
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2014;13.456
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2013;13.576
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2012;13.780
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2011;13.914
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2010;14.677
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2009;14.627
De 45 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2008;13.990
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2025;27.411
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2024;25.983
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2023;25.066
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2022;23.737
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2021;22.247
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2020;22.522
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2019;21.388
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2018;20.613
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2017;20.284
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2016;19.441
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2015;18.876
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2014;19.102
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2013;19.397
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2012;19.849
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2011;20.197
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2010;21.305
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2009;21.252
De 45 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2008;20.498
De 45 a 64 años;Mujeres;Renta neta media por persona;2025;16.481
De 45 a 64 años;Mujeres;Renta neta media por persona;2024;15.780
De 45 a 64 años;Mujeres;Renta neta media por persona;2023;15.128
De 45 a 64 años;Mujeres;Renta neta media por persona;2022;14.040
De 45 a 64 años;Mujeres;Renta neta media por persona;2021;13.331
De 45 a 64 años;Mujeres;Renta neta media por persona;2020;13.486
De 45 a 64 años;Mujeres;Renta neta media por persona;2019;12.988
De 45 a 64 años;Mujeres;Renta neta media por persona;2018;12.649
De 45 a 64 años;Mujeres;Renta neta media por persona;2017;12.312
De 45 a 64 años;Mujeres;Renta neta media por persona;2016;12.011
De 45 a 64 años;Mujeres;Renta neta media por persona;2015;11.616
De 45 a 64 años;Mujeres;Renta neta media por persona;2014;11.600
De 45 a 64 años;Mujeres;Renta neta media por persona;2013;11.943
De 45 a 64 años;Mujeres;Renta neta media por persona;2012;12.456
De 45 a 64 años;Mujeres;Renta neta media por persona;2011;12.603
De 45 a 64 años;Mujeres;Renta neta media por persona;2010;13.233
De 45 a 64 años;Mujeres;Renta neta media por persona;2009;12.855
De 45 a 64 años;Mujeres;Renta neta media por persona;2008;12.524
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2025;23.911
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2024;22.906
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2023;21.851
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2022;20.316
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2021;19.249
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2020;19.396
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2019;18.659
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2018;18.147
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2017;17.649
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2016;17.193
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2015;16.709
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2014;16.676
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2013;17.167
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2012;17.897
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2011;18.167
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2010;19.091
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2009;18.768
De 45 a 64 años;Mujeres;Renta media por unidad de consumo;2008;18.248
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2025;18.881
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2024;18.042
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2023;17.356
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2022;16.237
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2021;15.465
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2020;15.578
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2019;15.057
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2018;14.701
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2017;14.277
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2016;13.859
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2015;13.377
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2014;13.461
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2013;13.644
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2012;14.270
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2011;14.536
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2010;15.194
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2009;14.661
De 45 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2008;14.347
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2025;27.213
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2024;26.010
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2023;24.917
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2022;23.362
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2021;22.202
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2020;22.279
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2019;21.503
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2018;20.966
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2017;20.354
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2016;19.727
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2015;19.139
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2014;19.233
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2013;19.511
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2012;20.386
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2011;20.818
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2010;21.785
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2009;21.269
De 45 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2008;20.785
65 y más años;Ambos sexos;Renta neta media por persona;2025;18.181
65 y más años;Ambos sexos;Renta neta media por persona;2024;17.208
65 y más años;Ambos sexos;Renta neta media por persona;2023;16.185
65 y más años;Ambos sexos;Renta neta media por persona;2022;14.762
65 y más años;Ambos sexos;Renta neta media por persona;2021;14.426
65 y más años;Ambos sexos;Renta neta media por persona;2020;14.132
65 y más años;Ambos sexos;Renta neta media por persona;2019;13.315
65 y más años;Ambos sexos;Renta neta media por persona;2018;12.758
65 y más años;Ambos sexos;Renta neta media por persona;2017;12.528
65 y más años;Ambos sexos;Renta neta media por persona;2016;12.416
65 y más años;Ambos sexos;Renta neta media por persona;2015;12.206
65 y más años;Ambos sexos;Renta neta media por persona;2014;12.183
65 y más años;Ambos sexos;Renta neta media por persona;2013;11.960
65 y más años;Ambos sexos;Renta neta media por persona;2012;11.867
65 y más años;Ambos sexos;Renta neta media por persona;2011;11.463
65 y más años;Ambos sexos;Renta neta media por persona;2010;11.783
65 y más años;Ambos sexos;Renta neta media por persona;2009;11.685
65 y más años;Ambos sexos;Renta neta media por persona;2008;10.893
65 y más años;Ambos sexos;Renta media por unidad de consumo;2025;23.806
65 y más años;Ambos sexos;Renta media por unidad de consumo;2024;22.464
65 y más años;Ambos sexos;Renta media por unidad de consumo;2023;20.938
65 y más años;Ambos sexos;Renta media por unidad de consumo;2022;19.009
65 y más años;Ambos sexos;Renta media por unidad de consumo;2021;18.685
65 y más años;Ambos sexos;Renta media por unidad de consumo;2020;18.304
65 y más años;Ambos sexos;Renta media por unidad de consumo;2019;17.233
65 y más años;Ambos sexos;Renta media por unidad de consumo;2018;16.516
65 y más años;Ambos sexos;Renta media por unidad de consumo;2017;16.197
65 y más años;Ambos sexos;Renta media por unidad de consumo;2016;16.041
65 y más años;Ambos sexos;Renta media por unidad de consumo;2015;15.774
65 y más años;Ambos sexos;Renta media por unidad de consumo;2014;15.809
65 y más años;Ambos sexos;Renta media por unidad de consumo;2013;15.574
65 y más años;Ambos sexos;Renta media por unidad de consumo;2012;15.549
65 y más años;Ambos sexos;Renta media por unidad de consumo;2011;15.053
65 y más años;Ambos sexos;Renta media por unidad de consumo;2010;15.566
65 y más años;Ambos sexos;Renta media por unidad de consumo;2009;15.390
65 y más años;Ambos sexos;Renta media por unidad de consumo;2008;14.387
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2025;22.062
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2024;20.782
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2023;19.639
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2022;18.046
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2021;17.544
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2020;17.099
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2019;16.339
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2018;15.619
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2017;15.370
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2016;15.098
